id,user_id,gender,phone_number,address,date_of_birth,photo_url,created_at,updated_at
PRFL066,USR066,P,08786780856,"Gg. Ciwastra No. 4, Ambon, ST 98681",1973-09-17,https://cdn.dummyumkm.id/photos/PRFL066.jpg,2021-10-03 00:59:26,2022-01-24 00:59:26
PRFL067,USR067,P,,"Gg. Joyoboyo No. 973, Pematangsiantar, Banten 43043",2001-03-06,https://cdn.dummyumkm.id/photos/PRFL067.jpg,2022-10-02 13:46:45,2023-03-12 13:46:45
PRFL068,USR068,P,08539552763,"Jalan Cikapayang No. 8, Padang, KB 52367",2001-01-28,https://cdn.dummyumkm.id/photos/PRFL068.jpg,2021-09-05 07:19:32,2021-12-09 07:19:32
PRFL069,USR069,L,+628211438663,"Gang Cempaka No. 47, Serang, BB 47850",2000-12-03,https://cdn.dummyumkm.id/photos/PRFL069.jpg,2023-01-02 04:35:45,2023-10-21 04:35:45
PRFL070,USR070,P,08578857448,"Gang Dipenogoro No. 04, Magelang, JT 86616",2007-10-31,https://cdn.dummyumkm.id/photos/PRFL070.jpg,2021-12-20 13:22:29,2022-09-01 13:22:29
PRFL071,USR071,P,08535455884,"Gang Jend. Sudirman No. 009, Tual, BE 89877",1969-09-21,https://cdn.dummyumkm.id/photos/PRFL071.jpg,2021-04-18 20:11:35,2021-08-26 20:11:35
PRFL072,USR072,P,08225587716,"Gg. Cikutra Barat No. 113, Kupang, JA 61766",1965-06-13,https://cdn.dummyumkm.id/photos/PRFL072.jpg,2023-11-22 14:16:17,2024-09-11 14:16:17
PRFL073,USR073,L,08521125355,"Jl. Kebonjati No. 73, Singkawang, JT 97835",1977-02-16,https://cdn.dummyumkm.id/photos/PRFL073.jpg,2022-02-10 18:48:30,2022-08-01 18:48:30
PRFL074,USR074,P,08536220234,"Jl. KH Amin Jasuta No. 037, Probolinggo, Kalimantan Utara 33772",1967-06-04,https://cdn.dummyumkm.id/photos/PRFL074.jpg,2023-07-16 17:47:18,2024-01-17 17:47:18
PRFL075,USR075,L,+628110681149,"Jl. KH Amin Jasuta No. 489, Kota Administrasi Jakarta Selatan, Riau 26332",1994-02-04,https://cdn.dummyumkm.id/photos/PRFL075.jpg,2023-03-06 11:14:01,2023-04-07 11:14:01
PRFL076,USR076,P,08130055778,"Gang Pasir Koja No. 277, Bau-Bau, NT 81811",1976-09-26,https://cdn.dummyumkm.id/photos/PRFL076.jpg,2022-11-09 09:24:09,2023-06-23 09:24:09
PRFL077,USR077,P,08966884578,"Gg. Ciwastra No. 55, Medan, Gorontalo 41380",1992-09-25,https://cdn.dummyumkm.id/photos/PRFL077.jpg,2023-11-08 18:50:34,2024-06-28 18:50:34
PRFL078,USR078,P,08538077406,"Gang Waringin No. 10, Kediri, SR 46990",1974-04-23,https://cdn.dummyumkm.id/photos/PRFL078.jpg,2022-05-28 22:44:58,2022-06-02 22:44:58
PRFL079,USR079,L,08586634163,"Jalan Stasiun Wonokromo No. 390, Medan, Kalimantan Selatan 28371",1971-08-27,https://cdn.dummyumkm.id/photos/PRFL079.jpg,2022-04-12 12:49:32,2023-01-24 12:49:32
PRFL080,USR080,P,08132417974,"Gg. Ahmad Dahlan No. 662, Tegal, SU 53831",1977-11-09,https://cdn.dummyumkm.id/photos/PRFL080.jpg,2022-04-05 06:49:29,2022-08-20 06:49:29
PRFL081,USR081,,08580312073,,1969-04-04,https://cdn.dummyumkm.id/photos/PRFL081.jpg,2023-11-19 04:14:35,2024-04-11 04:14:35
PRFL082,USR082,P,+628130461872,"Gang Cikutra Timur No. 25, Bandung, SG 48047",1973-10-26,https://cdn.dummyumkm.id/photos/PRFL082.jpg,2023-05-02 04:34:47,2023-05-18 04:34:47
PRFL083,USR083,P,08210371837,"Gg. Medokan Ayu No. 5, Payakumbuh, NB 87791",1967-04-17,https://cdn.dummyumkm.id/photos/PRFL083.jpg,2023-08-01 09:58:57,2023-12-06 09:58:57
PRFL084,USR084,P,08223503136,,1997-11-24,https://cdn.dummyumkm.id/photos/PRFL084.jpg,2023-03-06 01:56:52,2023-11-27 01:56:52
PRFL085,USR085,P,08587925132,"Jalan Pasteur No. 29, Padangpanjang, Bali 24096",1983-08-27,https://cdn.dummyumkm.id/photos/PRFL085.jpg,2023-10-21 11:44:10,2023-10-25 11:44:10
PRFL086,USR086,L,08781273585,"Jl. Sentot Alibasa No. 558, Sungai Penuh, Sulawesi Tengah 65697",1984-01-08,https://cdn.dummyumkm.id/photos/PRFL086.jpg,2021-05-26 01:43:37,2021-06-25 01:43:37
PRFL087,USR087,,08538487392,"Jalan S. Parman No. 3, Ternate, Sulawesi Barat 49732",1969-07-17,https://cdn.dummyumkm.id/photos/PRFL087.jpg,2021-11-06 08:06:07,2022-03-14 08:06:07
PRFL088,USR088,L,08534485708,"Gang W.R. Supratman No. 28, Parepare, NT 00963",1965-08-13,https://cdn.dummyumkm.id/photos/PRFL088.jpg,2021-04-24 03:13:59,2022-02-01 03:13:59
PRFL089,USR089,P,,"Gg. Jakarta No. 6, Pasuruan, JT 81541",1997-10-21,https://cdn.dummyumkm.id/photos/PRFL089.jpg,2023-12-18 17:58:05,2024-04-18 17:58:05
PRFL090,USR090,P,+628525118102,"Gg. Suniaraja No. 7, Padang Sidempuan, Papua Barat 15383",2002-10-15,https://cdn.dummyumkm.id/photos/PRFL090.jpg,2021-01-09 14:43:32,2021-10-18 14:43:32
PRFL091,USR091,P,+628589405391,,2007-12-22,https://cdn.dummyumkm.id/photos/PRFL091.jpg,2022-10-23 10:35:56,2023-05-09 10:35:56
PRFL092,USR092,P,08525094801,"Gg. Ahmad Yani No. 01, Lhokseumawe, Bali 44960",1967-01-08,https://cdn.dummyumkm.id/photos/PRFL092.jpg,2021-03-20 00:16:37,2021-04-20 00:16:37
PRFL093,USR093,P,08783928861,"Gang Sukajadi No. 0, Mojokerto, Jawa Tengah 77948",1970-07-26,https://cdn.dummyumkm.id/photos/PRFL093.jpg,2022-12-23 19:09:19,2023-04-20 19:09:19
PRFL094,USR094,P,08785289755,"Gang PHH. Mustofa No. 960, Tanjungpinang, SU 20150",1975-05-17,https://cdn.dummyumkm.id/photos/PRFL094.jpg,2022-11-19 12:19:59,2023-02-12 12:19:59
PRFL095,USR095,P,+628216845776,"Gang Monginsidi No. 2, Tanjungpinang, Kalimantan Tengah 28577",1968-03-18,https://cdn.dummyumkm.id/photos/PRFL095.jpg,2023-05-02 02:08:48,2023-10-14 02:08:48
PRFL096,USR096,L,+628114888992,"Jalan Siliwangi No. 4, Batam, Gorontalo 16401",1982-10-02,https://cdn.dummyumkm.id/photos/PRFL096.jpg,2022-02-07 15:21:40,2022-07-11 15:21:40
PRFL097,USR097,L,+628129693157,"Gg. Sentot Alibasa No. 9, Parepare, Banten 41386",1976-05-21,https://cdn.dummyumkm.id/photos/PRFL097.jpg,2023-03-21 19:27:56,2023-07-26 19:27:56
PRFL098,USR098,L,08515661390,-,1970-04-02,https://cdn.dummyumkm.id/photos/PRFL098.jpg,2022-03-20 20:43:03,2023-01-09 20:43:03
PRFL099,USR099,L,+628212067998,"Jalan Cikapayang No. 565, Bekasi, Sumatera Selatan 64125",1990-09-23,https://cdn.dummyumkm.id/photos/PRFL099.jpg,2021-08-03 22:57:32,2022-05-19 22:57:32
PRFL100,USR100,P,08221686227,"Gg. Kutisari Selatan No. 356, Jambi, Nusa Tenggara Timur 18866",2000-01-13,https://cdn.dummyumkm.id/photos/PRFL100.jpg,2021-04-10 18:37:30,2022-01-27 18:37:30
PRFL101,USR101,P,08961166553,"Jalan Gegerkalong Hilir No. 5, Kediri, Jawa Timur 17015",1995-07-01,https://cdn.dummyumkm.id/photos/PRFL101.jpg,2021-11-18 07:20:41,2022-03-22 07:20:41
PRFL102,USR102,P,08213521103,"Jl. Cihampelas No. 2, Denpasar, JB 66159",1974-12-29,https://cdn.dummyumkm.id/photos/PRFL102.jpg,2023-12-17 10:58:35,2024-07-30 10:58:35
PRFL103,USR103,,08788487920,"Gg. W.R. Supratman No. 3, Semarang, Maluku Utara 88551",2007-09-10,https://cdn.dummyumkm.id/photos/PRFL103.jpg,2021-01-10 03:49:18,2021-09-08 03:49:18
PRFL104,USR104,L,,"Gang Raya Setiabudhi No. 0, Serang, Kalimantan Selatan 66736",2001-05-16,https://cdn.dummyumkm.id/photos/PRFL104.jpg,2022-10-13 22:14:44,2023-02-28 22:14:44
PRFL105,USR105,L,+628581579812,"Jl. Joyoboyo No. 8, Pangkalpinang, Sulawesi Selatan 46372",2001-08-27,https://cdn.dummyumkm.id/photos/PRFL105.jpg,2021-12-09 14:16:42,2022-06-24 14:16:42
PRFL106,USR106,,,"Jl. Sentot Alibasa No. 849, Padang Sidempuan, KI 44403",1981-02-27,https://cdn.dummyumkm.id/photos/PRFL106.jpg,2023-11-06 01:24:57,2024-05-25 01:24:57
PRFL107,USR107,L,,"Jl. Cihampelas No. 91, Pekanbaru, KS 98678",1993-04-03,https://cdn.dummyumkm.id/photos/PRFL107.jpg,2021-07-18 06:18:32,2022-03-31 06:18:32
PRFL108,USR108,P,08522168936,"Gg. Kutai No. 040, Surakarta, DKI Jakarta 95084",1998-11-02,https://cdn.dummyumkm.id/photos/PRFL108.jpg,2023-10-27 22:25:21,2024-03-18 22:25:21
PRFL109,USR109,L,08783248262,"Jalan Moch. Ramdan No. 190, Palopo, NT 20742",1978-01-21,https://cdn.dummyumkm.id/photos/PRFL109.jpg,2021-10-10 07:20:57,2021-12-16 07:20:57
PRFL110,USR110,P,+628130566474,"Jalan Indragiri No. 16, Lhokseumawe, MU 56043",1979-11-21,https://cdn.dummyumkm.id/photos/PRFL110.jpg,2022-06-09 06:55:56,2022-08-08 06:55:56
PRFL111,USR111,L,08963305172,"Gang M.T Haryono No. 2, Banjar, Maluku Utara 38668",1981-12-13,https://cdn.dummyumkm.id/photos/PRFL111.jpg,2022-10-17 21:04:33,2023-03-02 21:04:33
PRFL112,USR112,P,+628520463331,"Gg. Ciumbuleuit No. 19, Gorontalo, PB 05533",1976-10-11,https://cdn.dummyumkm.id/photos/PRFL112.jpg,2021-03-22 21:53:31,2021-05-31 21:53:31
PRFL113,USR113,L,08119656999,"Jl. Gedebage Selatan No. 874, Kota Administrasi Jakarta Timur, ST 95800",2004-02-08,https://cdn.dummyumkm.id/photos/PRFL113.jpg,2023-10-10 11:10:29,2024-05-31 11:10:29
PRFL114,USR114,L,08786086803,"Gang Bangka Raya No. 1, Tanjungpinang, ST 33143",1989-08-18,https://cdn.dummyumkm.id/photos/PRFL114.jpg,2021-02-01 15:49:19,2021-02-22 15:49:19
PRFL115,USR115,L,+628588277181,"Jalan Dipatiukur No. 077, Payakumbuh, KR 13428",1989-12-15,https://cdn.dummyumkm.id/photos/PRFL115.jpg,2023-05-27 02:18:35,2023-12-29 02:18:35
PRFL116,USR116,P,+628217145211,"Gang Dipatiukur No. 57, Prabumulih, KT 30985",1972-10-26,https://cdn.dummyumkm.id/photos/PRFL116.jpg,2021-09-18 15:37:57,2021-12-18 15:37:57
PRFL117,USR117,P,08786025922,"Jl. Sentot Alibasa No. 303, Kota Administrasi Jakarta Pusat, Aceh 76583",1975-02-02,https://cdn.dummyumkm.id/photos/PRFL117.jpg,2021-09-12 09:37:54,2022-05-31 09:37:54
PRFL118,USR118,L,08133094077,"Jalan K.H. Wahid Hasyim No. 044, Kota Administrasi Jakarta Timur, NB 08848",2007-07-08,https://cdn.dummyumkm.id/photos/PRFL118.jpg,2023-06-14 11:15:28,2024-01-28 11:15:28
PRFL119,USR119,P,08969038498,"Jl. Bangka Raya No. 3, Bandung, Jambi 13813",1986-04-17,https://cdn.dummyumkm.id/photos/PRFL119.jpg,2021-11-05 02:16:12,2022-07-06 02:16:12
PRFL120,USR120,L,+628964510162,"Jalan Siliwangi No. 39, Padang Sidempuan, MU 67070",2003-07-05,https://cdn.dummyumkm.id/photos/PRFL120.jpg,2023-12-20 01:14:20,2024-03-03 01:14:20
PRFL121,USR121,P,08126814721,"Gg. Suniaraja No. 367, Bengkulu, Maluku 51614",1986-01-28,https://cdn.dummyumkm.id/photos/PRFL121.jpg,2023-05-30 03:29:41,2023-06-17 03:29:41
PRFL122,USR122,P,08127946954,"Jalan Rajawali Timur No. 7, Padang, SU 94149",1992-05-26,https://cdn.dummyumkm.id/photos/PRFL122.jpg,2021-04-18 02:53:36,2021-05-17 02:53:36
PRFL123,USR123,P,08139343010,"Gg. Wonoayu No. 16, Malang, BB 63984",1989-06-06,https://cdn.dummyumkm.id/photos/PRFL123.jpg,2021-06-13 22:46:27,2022-03-06 22:46:27
PRFL124,USR124,L,08210344144,"Gang Abdul Muis No. 1, Magelang, Sumatera Barat 64576",1998-10-24,https://cdn.dummyumkm.id/photos/PRFL124.jpg,2021-08-26 15:55:24,2022-02-12 15:55:24
PRFL125,USR125,P,,"Gg. Pelajar Pejuang No. 33, Gorontalo, Sumatera Selatan 46244",1991-03-09,https://cdn.dummyumkm.id/photos/PRFL125.jpg,2023-08-15 18:52:36,2024-06-01 18:52:36
PRFL126,USR126,P,08532785760,"Gang Erlangga No. 012, Banjar, Kepulauan Riau 23116",1978-10-30,https://cdn.dummyumkm.id/photos/PRFL126.jpg,2023-07-10 09:03:17,2024-03-08 09:03:17
PRFL127,USR127,P,08511240568,"Jalan Merdeka No. 40, Magelang, AC 56345",1965-09-11,https://cdn.dummyumkm.id/photos/PRFL127.jpg,2022-03-10 07:11:55,2022-08-26 07:11:55
PRFL128,USR128,P,08114617357,"Gang Dr. Djunjunan No. 26, Pekanbaru, JB 95968",2002-07-28,https://cdn.dummyumkm.id/photos/PRFL128.jpg,2023-11-04 23:52:18,2024-04-09 23:52:18
